DB_DrugID,DB_DrugName,CTD_ChemicalName,CTD_ChemicalID,DiseaseID,DiseaseName
DB00188,Bortezomib,Bortezomib,D000069286,MESH:D012871,Skin Diseases
DB00188,Bortezomib,Bortezomib,D000069286,MESH:D013163,Splenomegaly
DB00188,Bortezomib,Bortezomib,D000069286,MESH:D001749,Urinary Bladder Neoplasms
DB00188,Bortezomib,Bortezomib,D000069286,MESH:D008258,Waldenstrom Macroglobulinemia
DB00643,Mebendazole,Mebendazole,D008463,MESH:D000740,Anemia
DB00643,Mebendazole,Mebendazole,D008463,MESH:D004443,Echinococcosis
DB01254,Dasatinib,Dasatinib,D000069439,MESH:D001943,Breast Neoplasms
DB01254,Dasatinib,Dasatinib,D000069439,MESH:D007938,Leukemia
DB01254,Dasatinib,Dasatinib,D000069439,MESH:D009361,Neoplasm Invasiveness
DB01254,Dasatinib,Dasatinib,D000069439,MESH:D011087,Polycythemia Vera
DB01254,Dasatinib,Dasatinib,D000069439,MESH:D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
DB01254,Dasatinib,Dasatinib,D000069439,MESH:D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
DB00127,Spermine,Spermine,D013096,MESH:D006331,Heart Diseases
DB00127,Spermine,Spermine,D013096,MESH:D006948,Hyperkinesis
DB00127,Spermine,Spermine,D013096,MESH:D012640,Seizures
DB00318,Codeine,Codeine,D003061,MESH:D003371,Cough
DB00318,Codeine,Codeine,D003061,MESH:D003967,Diarrhea
DB00318,Codeine,Codeine,D003061,MESH:D006930,Hyperalgesia
DB00318,Codeine,Codeine,D003061,MESH:D010146,Pain
DB00318,Codeine,Codeine,D003061,MESH:D010149,Postoperative Pain
DB01206,Lomustine,Lomustine,D008130,MESH:D001254,Astrocytoma
DB01206,Lomustine,Lomustine,D008130,MESH:D001929,Brain Edema
DB01206,Lomustine,Lomustine,D008130,MESH:D001932,Brain Neoplasms
DB01206,Lomustine,Lomustine,D008130,MESH:D016543,Central Nervous System Neoplasms
DB01206,Lomustine,Lomustine,D008130,MESH:D005134,Eye Neoplasms
DB01206,Lomustine,Lomustine,D008130,MESH:D005909,Glioblastoma
DB01206,Lomustine,Lomustine,D008130,MESH:D005910,Glioma
DB01206,Lomustine,Lomustine,D008130,MESH:D006689,Hodgkin Disease
DB01206,Lomustine,Lomustine,D008130,MESH:D008175,Lung Neoplasms
DB01206,Lomustine,Lomustine,D008130,MESH:D008223,Lymphoma
DB01206,Lomustine,Lomustine,D008130,MESH:D008545,Melanoma
DB01206,Lomustine,Lomustine,D008130,MESH:D009369,Neoplasms
DB01206,Lomustine,Lomustine,D008130,MESH:D009837,Oligodendroglioma
DB01206,Lomustine,Lomustine,D008130,MESH:D010190,Pancreatic Neoplasms
DB01206,Lomustine,Lomustine,D008130,MESH:D055752,Small Cell Lung Carcinoma
DB01206,Lomustine,Lomustine,D008130,MESH:D003969,Vipoma
DB00750,Prilocaine,Prilocaine,D011318,MESH:D010146,Pain
DB00750,Prilocaine,Prilocaine,D011318,MESH:D010243,Paralysis
DB00750,Prilocaine,Prilocaine,D011318,MESH:D010291,Paresis
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D002100,Cachexia
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D009202,Cardiomyopathies
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D006527,Hepatolenticular Degeneration
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D008654,Mesothelioma
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D009369,Neoplasms
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D009461,Neurologic Manifestations
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D011658,Pulmonary Fibrosis
DB05088,Tetrathiomolybdate,tetrathiomolybdate,C020809,MESH:D015431,Weight Loss
DB12783,Benserazide,Benserazide,D001545,MESH:D001919,Bradycardia
DB12783,Benserazide,Benserazide,D001545,MESH:D006930,Hyperalgesia
DB12783,Benserazide,Benserazide,D001545,MESH:D007022,Hypotension
DB12783,Benserazide,Benserazide,D001545,MESH:D010300,Parkinson Disease
DB12783,Benserazide,Benserazide,D001545,MESH:D020734,Parkinsonian Disorders
DB12783,Benserazide,Benserazide,D001545,MESH:D010554,Personality Disorders
DB01087,Primaquine,Primaquine,D011319,MESH:D008288,Malaria
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D019046,Bone Marrow Neoplasms
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D006949,Hyperlipidemias
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D007680,Kidney Neoplasms
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D008545,Melanoma
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D008569,Memory Disorders
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D009410,Nerve Degeneration
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D009422,Nervous System Diseases
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D010001,Osteitis Deformans
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D012516,Osteosarcoma
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D010051,Ovarian Neoplasms
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D010146,Pain
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D010190,Pancreatic Neoplasms
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D012208,Rhabdomyosarcoma
DB00970,Dactinomycin,Dactinomycin,D003609,MESH:D009396,Wilms Tumor
DB00861,Diflunisal,Diflunisal,D004061,MESH:D010003,Osteoarthritis
DB00861,Diflunisal,Diflunisal,D004061,MESH:D010149,Postoperative Pain
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D001943,Breast Neoplasms
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D006526,Hepatitis C
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D015658,HIV Infections
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D007896,Leishmaniasis
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D007938,Leukemia
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D008080,Liposarcoma
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D008545,Melanoma
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D009369,Neoplasms
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D010051,Ovarian Neoplasms
DB00220,Nelfinavir,Nelfinavir,D019888,MESH:D011658,Pulmonary Fibrosis
DB08844,Uric acid,Uric Acid,D014527,MESH:D000740,Anemia
DB08844,Uric acid,Uric Acid,D014527,MESH:D002779,Cholestasis
DB08844,Uric acid,Uric Acid,D014527,MESH:D007970,Leukopenia
DB00585,Nizatidine,Nizatidine,D016567,MESH:D004381,Duodenal Ulcer
DB00585,Nizatidine,Nizatidine,D016567,MESH:D005764,Gastroesophageal Reflux
DB00585,Nizatidine,Nizatidine,D016567,MESH:D012859,Sjogren's Syndrome
DB00585,Nizatidine,Nizatidine,D016567,MESH:D015430,Weight Gain
DB01147,Cloxacillin,Cloxacillin,D003023,MESH:D002481,Cellulitis
DB01147,Cloxacillin,Cloxacillin,D003023,MESH:D013203,Staphylococcal Infections
DB00518,Albendazole,Albendazole,D015766,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00518,Albendazole,Albendazole,D015766,MESH:D019586,Intracranial Hypertension
DB00518,Albendazole,Albendazole,D015766,MESH:D024801,Tauopathies
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D020820,Dyskinesias
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D004827,Epilepsy
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D006930,Hyperalgesia
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D007859,Learning Disabilities
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D008569,Memory Disorders
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D009410,Nerve Degeneration
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D012640,Seizures
DB00593,Ethosuximide,Ethosuximide,D005013,MESH:D014202,Tremor
DB00409,Remoxipride,Remoxipride,D017330,MESH:D001919,Bradycardia
DB00409,Remoxipride,Remoxipride,D017330,MESH:D003072,Cognition Disorders
DB00409,Remoxipride,Remoxipride,D017330,MESH:D006212,Hallucinations
DB00409,Remoxipride,Remoxipride,D017330,MESH:D006948,Hyperkinesis
DB00409,Remoxipride,Remoxipride,D017330,MESH:D007022,Hypotension
DB00409,Remoxipride,Remoxipride,D017330,MESH:D009069,Movement Disorders
DB00409,Remoxipride,Remoxipride,D017330,MESH:D011618,Psychotic Disorders
DB00409,Remoxipride,Remoxipride,D017330,MESH:D012559,Schizophrenia
DB00409,Remoxipride,Remoxipride,D017330,MESH:D019966,Substance-Related Disorders
DB00233,Aminosalicylic acid,Aminosalicylic Acid,D010131,MESH:D014376,Tuberculosis
DB00532,Mephenytoin,Mephenytoin,D008617,MESH:D004827,Epilepsy
DB00647,Dextropropoxyphene,Dextropropoxyphene,D011431,MESH:D010146,Pain
DB00647,Dextropropoxyphene,Dextropropoxyphene,D011431,MESH:D010149,Postoperative Pain
DB00647,Dextropropoxyphene,Dextropropoxyphene,D011431,MESH:D012148,Restless Legs Syndrome
DB00647,Dextropropoxyphene,Dextropropoxyphene,D011431,MESH:D013375,Substance Withdrawal Syndrome
DB00647,Dextropropoxyphene,Dextropropoxyphene,D011431,MESH:D005879,Tourette Syndrome
DB00247,Methysergide,Methysergide,D008784,MESH:D001714,Bipolar Disorder
DB00247,Methysergide,Methysergide,D008784,MESH:D002375,Catalepsy
DB00247,Methysergide,Methysergide,D008784,MESH:D004421,Dystonia
DB00247,Methysergide,Methysergide,D008784,MESH:D004487,Edema
DB00247,Methysergide,Methysergide,D008784,MESH:D006261,Headache
DB00247,Methysergide,Methysergide,D008784,MESH:D006930,Hyperalgesia
DB00247,Methysergide,Methysergide,D008784,MESH:D008881,Migraine Disorders
DB00247,Methysergide,Methysergide,D008784,MESH:D009135,Muscular Diseases
DB00247,Methysergide,Methysergide,D008784,MESH:D009336,Necrosis
DB00247,Methysergide,Methysergide,D008784,MESH:D010409,Penile Diseases
DB01327,Cefazolin,Cefazolin,D002437,MESH:D016470,Bacteremia
DB01327,Cefazolin,Cefazolin,D002437,MESH:D004927,Escherichia coli Infections
DB01327,Cefazolin,Cefazolin,D002437,MESH:D005334,Fever
DB01327,Cefazolin,Cefazolin,D002437,MESH:D010538,Peritonitis
DB01327,Cefazolin,Cefazolin,D002437,MESH:D011552,Pseudomonas Infections
DB01327,Cefazolin,Cefazolin,D002437,MESH:D013203,Staphylococcal Infections
DB01327,Cefazolin,Cefazolin,D002437,MESH:D001749,Urinary Bladder Neoplasms
DB01326,Cefamandole,Cefamandole,D002435,MESH:D001424,Bacterial Infections
DB01326,Cefamandole,Cefamandole,D002435,MESH:D013203,Staphylococcal Infections
DB01438,Phenazopyridine,Phenazopyridine,D010621,MESH:D011469,Prostatic Diseases
DB01438,Phenazopyridine,Phenazopyridine,D010621,MESH:D014552,Urinary Tract Infections
DB01329,Cefoperazone,Cefoperazone,D002438,MESH:D018805,Sepsis
DB00749,Etodolac,Etodolac,D017308,MESH:D001168,Arthritis
DB00749,Etodolac,Etodolac,D017308,MESH:D001416,Back Pain
DB00749,Etodolac,Etodolac,D017308,MESH:D001424,Bacterial Infections
DB00749,Etodolac,Etodolac,D017308,MESH:D003110,Colonic Neoplasms
DB00749,Etodolac,Etodolac,D017308,MESH:D015179,Colorectal Neoplasms
DB00749,Etodolac,Etodolac,D017308,MESH:D004487,Edema
DB00749,Etodolac,Etodolac,D017308,MESH:D008113,Liver Neoplasms
DB00749,Etodolac,Etodolac,D017308,MESH:D009362,Neoplasm Metastasis
DB00749,Etodolac,Etodolac,D017308,MESH:D010003,Osteoarthritis
DB00749,Etodolac,Etodolac,D017308,MESH:D010146,Pain
DB00749,Etodolac,Etodolac,D017308,MESH:D058566,Sacroiliitis
DB01124,Tolbutamide,Tolbutamide,D014044,MESH:D018149,Glucose Intolerance
DB01124,Tolbutamide,Tolbutamide,D014044,MESH:D006930,Hyperalgesia
DB01124,Tolbutamide,Tolbutamide,D014044,MESH:D006943,Hyperglycemia
DB01124,Tolbutamide,Tolbutamide,D014044,MESH:D009401,Nephrosis
DB01124,Tolbutamide,Tolbutamide,D014044,MESH:D014652,Vascular Diseases
DB00190,Carbidopa,Carbidopa,D002230,MESH:D058186,Acute Kidney Injury
DB00190,Carbidopa,Carbidopa,D002230,MESH:D001927,Brain Diseases
DB00190,Carbidopa,Carbidopa,D002230,MESH:D001930,Brain Injuries
DB00190,Carbidopa,Carbidopa,D002230,MESH:D002375,Catalepsy
DB00190,Carbidopa,Carbidopa,D002230,MESH:D002389,Catatonia
DB00190,Carbidopa,Carbidopa,D002230,MESH:D005911,Gliosis
DB00190,Carbidopa,Carbidopa,D002230,MESH:D006973,Hypertension
DB00190,Carbidopa,Carbidopa,D002230,MESH:D018476,Hypokinesia
DB00190,Carbidopa,Carbidopa,D002230,MESH:D007022,Hypotension
DB00190,Carbidopa,Carbidopa,D002230,MESH:D009127,Muscle Rigidity
DB00190,Carbidopa,Carbidopa,D002230,MESH:D009325,Nausea
DB00190,Carbidopa,Carbidopa,D002230,MESH:D009410,Nerve Degeneration
DB00190,Carbidopa,Carbidopa,D002230,MESH:D010300,Parkinson Disease
DB00190,Carbidopa,Carbidopa,D002230,MESH:D020734,Parkinsonian Disorders
DB00190,Carbidopa,Carbidopa,D002230,MESH:D014202,Tremor
DB00190,Carbidopa,Carbidopa,D002230,MESH:D014839,Vomiting
DB01086,Benzocaine,Benzocaine,D001566,MESH:D010146,Pain
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D004412,Dysmenorrhea
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D005334,Fever
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D007405,Intervertebral Disc Displacement
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D008881,Migraine Disorders
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D010003,Osteoarthritis
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D010146,Pain
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D006831,Polyhydramnios
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D010149,Postoperative Pain
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D011507,Proteinuria
DB00784,Mefenamic acid,Mefenamic Acid,D008528,MESH:D012640,Seizures
DB01131,Proguanil,Proguanil,D002727,MESH:D008288,Malaria
DB00672,Chlorpropamide,Chlorpropamide,D002747,MESH:D003919,Diabetes Insipidus
DB00672,Chlorpropamide,Chlorpropamide,D002747,MESH:D003920,Diabetes Mellitus
DB00672,Chlorpropamide,Chlorpropamide,D002747,MESH:D004487,Edema
DB00672,Chlorpropamide,Chlorpropamide,D002747,MESH:D044882,Glucose Metabolism Disorders
DB00672,Chlorpropamide,Chlorpropamide,D002747,MESH:D007003,Hypoglycemia
DB00672,Chlorpropamide,Chlorpropamide,D002747,MESH:D009401,Nephrosis
DB00227,Lovastatin,Lovastatin,D008148,MESH:D050197,Atherosclerosis
DB00227,Lovastatin,Lovastatin,D008148,MESH:D001930,Brain Injuries
DB00227,Lovastatin,Lovastatin,D008148,MESH:D066126,Cardiotoxicity
DB00227,Lovastatin,Lovastatin,D008148,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00227,Lovastatin,Lovastatin,D008148,MESH:D003110,Colonic Neoplasms
DB00227,Lovastatin,Lovastatin,D008148,MESH:D003324,Coronary Artery Disease
DB00227,Lovastatin,Lovastatin,D008148,MESH:D003866,Depressive Disorder
DB00227,Lovastatin,Lovastatin,D008148,MESH:D050171,Dyslipidemias
DB00227,Lovastatin,Lovastatin,D008148,MESH:D005234,Fatty Liver
DB00227,Lovastatin,Lovastatin,D008148,MESH:D018149,Glucose Intolerance
DB00227,Lovastatin,Lovastatin,D008148,MESH:D006529,Hepatomegaly
DB00227,Lovastatin,Lovastatin,D008148,MESH:D006937,Hypercholesterolemia
DB00227,Lovastatin,Lovastatin,D008148,MESH:D006949,Hyperlipidemias
DB00227,Lovastatin,Lovastatin,D008148,MESH:D006938,Hyperlipoproteinemia Type II
DB00227,Lovastatin,Lovastatin,D008148,MESH:D006973,Hypertension
DB00227,Lovastatin,Lovastatin,D008148,MESH:D015228,Hypertriglyceridemia
DB00227,Lovastatin,Lovastatin,D008148,MESH:D052456,Hypoalphalipoproteinemias
DB00227,Lovastatin,Lovastatin,D008148,MESH:D007674,Kidney Diseases
DB00227,Lovastatin,Lovastatin,D008148,MESH:D008103,Liver Cirrhosis
DB00227,Lovastatin,Lovastatin,D008148,MESH:D008223,Lymphoma
DB00227,Lovastatin,Lovastatin,D008148,MESH:D008569,Memory Disorders
DB00227,Lovastatin,Lovastatin,D008148,MESH:D009069,Movement Disorders
DB00227,Lovastatin,Lovastatin,D008148,MESH:D009362,Neoplasm Metastasis
DB00227,Lovastatin,Lovastatin,D008148,MESH:D010190,Pancreatic Neoplasms
DB00227,Lovastatin,Lovastatin,D008148,MESH:D011778,Q Fever
DB00227,Lovastatin,Lovastatin,D008148,MESH:D012509,Sarcoma
DB00227,Lovastatin,Lovastatin,D008148,MESH:D015430,Weight Gain
DB01142,Doxepin,Doxepin,D004316,MESH:D001008,Anxiety Disorders
DB01142,Doxepin,Doxepin,D004316,MESH:D001714,Bipolar Disorder
DB01142,Doxepin,Doxepin,D004316,MESH:D003866,Depressive Disorder
DB01142,Doxepin,Doxepin,D004316,MESH:D003865,Major Depressive Disorder
DB01142,Doxepin,Doxepin,D004316,MESH:D001523,Mental Disorders
DB01142,Doxepin,Doxepin,D004316,MESH:D010146,Pain
DB01142,Doxepin,Doxepin,D004316,MESH:D011537,Pruritus
DB01142,Doxepin,Doxepin,D004316,MESH:D011618,Psychotic Disorders
DB01142,Doxepin,Doxepin,D004316,MESH:D012640,Seizures
DB01142,Doxepin,Doxepin,D004316,MESH:D007319,Sleep Initiation and Maintenance Disorders
DB01142,Doxepin,Doxepin,D004316,MESH:D012893,Sleep Wake Disorders
DB00440,Trimethoprim,Trimethoprim,D014295,MESH:D017088,AIDS-Related Opportunistic Infections
DB00440,Trimethoprim,Trimethoprim,D014295,MESH:D012852,Sinusitis
DB00440,Trimethoprim,Trimethoprim,D014295,MESH:D014552,Urinary Tract Infections
DB00778,Roxithromycin,Roxithromycin,D015575,MESH:D007249,Inflammation
DB00778,Roxithromycin,Roxithromycin,D015575,MESH:D008171,Lung Diseases
DB00384,Triamterene,Triamterene,D014223,MESH:D001201,Ascites
DB00384,Triamterene,Triamterene,D014223,MESH:D006973,Hypertension
DB00384,Triamterene,Triamterene,D014223,MESH:D007008,Hypokalemia
DB00384,Triamterene,Triamterene,D014223,MESH:D020514,Hypokalemic Periodic Paralysis
DB00713,Oxacillin,Oxacillin,D010068,MESH:D016470,Bacteremia
DB00713,Oxacillin,Oxacillin,D010068,MESH:D013203,Staphylococcal Infections
DB04821,Nomifensine,Nomifensine,D009627,MESH:D001763,Blepharoptosis
DB04821,Nomifensine,Nomifensine,D009627,MESH:D002375,Catalepsy
DB04821,Nomifensine,Nomifensine,D009627,MESH:D003866,Depressive Disorder
DB04821,Nomifensine,Nomifensine,D009627,MESH:D006948,Hyperkinesis
DB04821,Nomifensine,Nomifensine,D009627,MESH:D018476,Hypokinesia
DB01405,Temafloxacin,temafloxacin,C054745,MESH:D013203,Staphylococcal Infections
DB00339,Pyrazinamide,Pyrazinamide,D011718,MESH:D014376,Tuberculosis
DB00168,Aspartame,Aspartame,D001218,MESH:D005334,Fever
DB00168,Aspartame,Aspartame,D001218,MESH:D007674,Kidney Diseases
DB00168,Aspartame,Aspartame,D001218,MESH:D010003,Osteoarthritis
DB00168,Aspartame,Aspartame,D001218,MESH:D010146,Pain
DB00497,Oxycodone,Oxycodone,D010098,MESH:D001416,Back Pain
DB00497,Oxycodone,Oxycodone,D010098,MESH:D003248,Constipation
DB00497,Oxycodone,Oxycodone,D010098,MESH:D017116,Low Back Pain
DB00497,Oxycodone,Oxycodone,D010098,MESH:D009437,Neuralgia
DB00497,Oxycodone,Oxycodone,D010098,MESH:D010146,Pain
DB00497,Oxycodone,Oxycodone,D010098,MESH:D010149,Postoperative Pain
DB00497,Oxycodone,Oxycodone,D010098,MESH:D012148,Restless Legs Syndrome
DB00497,Oxycodone,Oxycodone,D010098,MESH:D013705,Temporomandibular Joint Disorders
DB00497,Oxycodone,Oxycodone,D010098,MESH:D020323,Tics
DB00497,Oxycodone,Oxycodone,D010098,MESH:D005879,Tourette Syndrome
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D015746,Abdominal Pain
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D001416,Back Pain
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D019970,Cocaine-Related Disorders
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D006930,Hyperalgesia
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D010148,Intractable Pain
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D010146,Pain
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D010149,Postoperative Pain
DB00327,Hydromorphone,Hydromorphone,D004091,MESH:D013375,Substance Withdrawal Syndrome
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D019970,Cocaine-Related Disorders
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D006930,Hyperalgesia
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D009021,Morphine Dependence
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D009325,Nausea
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D010146,Pain
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D010149,Postoperative Pain
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D011537,Pruritus
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D012131,Respiratory Insufficiency
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D013035,Spasm
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D013610,Tachycardia
DB00844,Nalbuphine,Nalbuphine,D009266,MESH:D014839,Vomiting
DB02703,Fusidic acid,Fusidic Acid,D005672,MESH:D003424,Crohn Disease
DB02703,Fusidic acid,Fusidic Acid,D005672,MESH:D013203,Staphylococcal Infections
DB02703,Fusidic acid,Fusidic Acid,D005672,MESH:D014552,Urinary Tract Infections
DB00114,Pyridoxal phosphate,Pyridoxal,D011730,MESH:D012640,Seizures
DB00114,Pyridoxal phosphate,Pyridoxal Phosphate,D011732,MESH:D015179,Colorectal Neoplasms
DB00114,Pyridoxal phosphate,Pyridoxal Phosphate,D011732,MESH:D007674,Kidney Diseases
DB00770,Alprostadil,Alprostadil,D000527,MESH:D058186,Acute Kidney Injury
DB00770,Alprostadil,Alprostadil,D000527,MESH:D001157,Arterial Occlusive Diseases
DB00770,Alprostadil,Alprostadil,D000527,MESH:D002375,Catalepsy
DB00770,Alprostadil,Alprostadil,D000527,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00770,Alprostadil,Alprostadil,D000527,MESH:D023921,Coronary Stenosis
DB00770,Alprostadil,Alprostadil,D000527,MESH:D003866,Depressive Disorder
DB00770,Alprostadil,Alprostadil,D000527,MESH:D004417,Dyspnea
DB00770,Alprostadil,Alprostadil,D000527,MESH:D007172,Erectile Dysfunction
DB00770,Alprostadil,Alprostadil,D000527,MESH:D005234,Fatty Liver
DB00770,Alprostadil,Alprostadil,D000527,MESH:D005767,Gastrointestinal Diseases
DB00770,Alprostadil,Alprostadil,D000527,MESH:D005921,Glomerulonephritis
DB00770,Alprostadil,Alprostadil,D000527,MESH:D006333,Heart Failure
DB00770,Alprostadil,Alprostadil,D000527,MESH:D006973,Hypertension
DB00770,Alprostadil,Alprostadil,D000527,MESH:D007511,Ischemia
DB00770,Alprostadil,Alprostadil,D000527,MESH:D009080,Mucocutaneous Lymph Node Syndrome
DB00770,Alprostadil,Alprostadil,D000527,MESH:D009336,Necrosis
DB00770,Alprostadil,Alprostadil,D000527,MESH:D058729,Peripheral Arterial Disease
DB00770,Alprostadil,Alprostadil,D000527,MESH:D011183,Postoperative Complications
DB00770,Alprostadil,Alprostadil,D000527,MESH:D011655,Pulmonary Embolism
DB00770,Alprostadil,Alprostadil,D000527,MESH:D011928,Raynaud Disease
DB00770,Alprostadil,Alprostadil,D000527,MESH:D012128,Respiratory Distress Syndrome
DB00770,Alprostadil,Alprostadil,D000527,MESH:D012883,Skin Ulcer
DB00770,Alprostadil,Alprostadil,D000527,MESH:D013771,Tetralogy of Fallot
DB01074,Perhexiline,Perhexiline,D010480,MESH:D000787,Angina Pectoris
DB01074,Perhexiline,Perhexiline,D010480,MESH:D006333,Heart Failure
DB01074,Perhexiline,perhexiline maleate,C023470,MESH:D000787,Angina Pectoris
DB01074,Perhexiline,perhexiline maleate,C023470,MESH:D003327,Coronary Disease
DB01074,Perhexiline,perhexiline maleate,C023470,MESH:D009203,Myocardial Infarction
DB00636,Clofibrate,Clofibrate,D002994,MESH:D058186,Acute Kidney Injury
DB00636,Clofibrate,Clofibrate,D002994,MESH:D000787,Angina Pectoris
DB00636,Clofibrate,Clofibrate,D002994,MESH:D050197,Atherosclerosis
DB00636,Clofibrate,Clofibrate,D002994,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00636,Clofibrate,Clofibrate,D002994,MESH:D003327,Coronary Disease
DB00636,Clofibrate,Clofibrate,D002994,MESH:D003919,Diabetes Insipidus
DB00636,Clofibrate,Clofibrate,D002994,MESH:D016883,Diabetic Ketoacidosis
DB00636,Clofibrate,Clofibrate,D002994,MESH:D050171,Dyslipidemias
DB00636,Clofibrate,Clofibrate,D002994,MESH:D005234,Fatty Liver
DB00636,Clofibrate,Clofibrate,D002994,MESH:D006937,Hypercholesterolemia
DB00636,Clofibrate,Clofibrate,D002994,MESH:D006943,Hyperglycemia
DB00636,Clofibrate,Clofibrate,D002994,MESH:D006949,Hyperlipidemias
DB00636,Clofibrate,Clofibrate,D002994,MESH:D006951,Hyperlipoproteinemias
DB00636,Clofibrate,Clofibrate,D002994,MESH:D006953,Hyperlipoproteinemia Type IV
DB00636,Clofibrate,Clofibrate,D002994,MESH:D006965,Hyperplasia
DB00636,Clofibrate,Clofibrate,D002994,MESH:D006973,Hypertension
DB00636,Clofibrate,Clofibrate,D002994,MESH:D015228,Hypertriglyceridemia
DB00636,Clofibrate,Clofibrate,D002994,MESH:D007249,Inflammation
DB00636,Clofibrate,Clofibrate,D002994,MESH:D007674,Kidney Diseases
DB00636,Clofibrate,Clofibrate,D002994,MESH:D000068079,Motor Disorders
DB00636,Clofibrate,Clofibrate,D002994,MESH:D009203,Myocardial Infarction
DB00636,Clofibrate,Clofibrate,D002994,MESH:D009336,Necrosis
DB00636,Clofibrate,Clofibrate,D002994,MESH:D009362,Neoplasm Metastasis
DB00509,Dextrothyroxine,Dextrothyroxine,D003918,MESH:D006937,Hypercholesterolemia
DB00509,Dextrothyroxine,Dextrothyroxine,D003918,MESH:D006938,Hyperlipoproteinemia Type II
DB01138,Sulfinpyrazone,Sulfinpyrazone,D013442,MESH:D000787,Angina Pectoris
DB01138,Sulfinpyrazone,Sulfinpyrazone,D013442,MESH:D002545,Brain Ischemia
DB01138,Sulfinpyrazone,Sulfinpyrazone,D013442,MESH:D006073,Gout
DB01138,Sulfinpyrazone,Sulfinpyrazone,D013442,MESH:D033461,Hyperuricemia
DB01138,Sulfinpyrazone,Sulfinpyrazone,D013442,MESH:D009203,Myocardial Infarction
